Published Date,Headline,Description,URL
2024-12-04T15:12:17+05:30,"Reliance Industries block deal: 67 lakh RIL shares sold in large trades, estimated at over Rs 890 crore","Reliance Industries has regained favour among global brokerages, with Morgan Stanley, JPMorgan, and Citigroup recently giving bullish calls on the stock, citing key drivers for its recovery.",https://www.moneycontrol.com/news/business/markets/reliance-industries-block-deal-67-lakh-ril-shares-sold-in-large-trades-estimated-at-over-rs-890-crore-12883125.html
